case_id,service,primary_model,fallback_model,attack_type,attack_severity,attack_epsilon,attack_epsilon_255,attack_patch_side_fraction,quality_metric,quality_direction,clean_quality,attacked_quality,fallback_quality,interim_quality,restored_quality,quality_loss,interim_restoration_fraction,fallback_improves_quality,preferred_recovery_action,model_degraded,model_trusted,recovery_required,attack_wall_sec,attack_magnitude_c,clean_scaled_rmse,attacked_scaled_rmse,rho,mask_id,scenario_name,scenario_path,n_feasible_assignments,method,recovery_success,recovery_strategy,replanned,trusted_service_restore_sec,preferred_restore_sec,service_interruption_sec,service_availability_pct,quality_weighted_availability,planning_overhead_sec,repeated_work_sec,n_assignments,assigned_resources,observed_gpu_mean_pct,observed_gpu_peak_pct,observed_ram_peak_mb,observed_vram_peak_mb
rq3f_00012,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,3,rho_0.333_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_03.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00013,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00014,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00015,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00016,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00017,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00018,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00019,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00020,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00021,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00022,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00023,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00024,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00025,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00026,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00027,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00028,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00029,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00030,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00031,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00032,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00033,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00034,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00035,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00036,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00037,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00038,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00039,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00040,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00041,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00042,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00043,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00044,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00045,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00046,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00047,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00048,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00049,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00050,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,30,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00051,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,30,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00052,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,30,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00053,detection,yolo11n,yolov5s,pgd,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.333,14,rho_0.333_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_14.json,30,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
