case_id,service,primary_model,fallback_model,attack_type,attack_severity,attack_epsilon,attack_epsilon_255,attack_patch_side_fraction,quality_metric,quality_direction,clean_quality,attacked_quality,fallback_quality,interim_quality,restored_quality,quality_loss,interim_restoration_fraction,fallback_improves_quality,preferred_recovery_action,model_degraded,model_trusted,recovery_required,attack_wall_sec,attack_magnitude_c,clean_scaled_rmse,attacked_scaled_rmse,rho,mask_id,scenario_name,scenario_path,n_feasible_assignments,method,recovery_success,recovery_strategy,replanned,trusted_service_restore_sec,preferred_restore_sec,service_interruption_sec,service_availability_pct,quality_weighted_availability,planning_overhead_sec,repeated_work_sec,n_assignments,assigned_resources,observed_gpu_mean_pct,observed_gpu_peak_pct,observed_ram_peak_mb,observed_vram_peak_mb
rq3f_00489,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00490,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00491,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00492,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00493,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00494,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00495,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00496,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00497,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00498,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00499,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00500,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00501,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00502,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00503,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00504,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00505,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00506,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00507,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00508,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00509,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00510,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00511,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00512,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00513,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00514,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00515,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00516,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00517,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00518,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00519,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00520,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00521,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00522,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00523,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00524,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00525,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00526,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00527,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00528,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00529,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00530,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00531,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00532,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00533,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00534,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00535,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00536,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00537,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00538,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00539,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00540,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,54,easy,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00541,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,54,replica,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00542,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,54,heft,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
rq3f_00543,detection,yolo11n,yolov5s,patch,0.0,0.0,0.0,0.0,map50_95,higher_is_better,0.409779,0.4097787354145484,0.479,0.4097787354145484,0.409779,2.645854516036828e-07,0.0,True,no_recovery_required,False,True,False,0.0,,,,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,54,cpsat,True,baseline_or_no_recovery,False,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0
