service,primary_model,fallback_model,attack_type,attack_severity,rho,mask_id,scenario_name,trusted_service_restore_sec_cpsat,trusted_service_restore_sec_easy,trusted_service_restore_sec_heft,trusted_service_restore_sec_replica,preferred_restore_sec_cpsat,preferred_restore_sec_easy,preferred_restore_sec_heft,preferred_restore_sec_replica,preferred_recovery_action,recovery_strategy,replanned,planning_overhead_sec
detection,yolo11n,yolov5s,patch,1.0,0.6,19,rho_0.600_mask_19,232.815,232.81557393577896,232.81557393577896,0.039,232.815,232.81557393577896,232.81557393577896,232.881,failover_then_repair,failover_then_background_repair,False,0.6515852520242333
detection,yolo11n,yolov5s,patch,1.0,0.6,20,rho_0.600_mask_20,214.257,214.2571497027493,214.2571497027493,0.036,214.257,214.2571497027493,214.2571497027493,218.05,failover_then_repair,failover_then_background_repair,False,0.6509300675243139
detection,yolo11n,yolov5s,patch,1.0,0.8,1,rho_0.800_mask_01,229.085,229.0856791209953,229.0856791209953,0.036,229.085,229.0856791209953,229.0856791209953,358.836,failover_then_repair,failover_then_background_repair,False,0.6557947350665927
detection,yolo11n,yolov5s,patch,1.0,0.8,2,rho_0.800_mask_02,209.951,209.9511899789868,209.9511899789868,0.036,209.951,209.9511899789868,209.9511899789868,218.792,failover_then_repair,failover_then_background_repair,False,0.6640453618019819
detection,yolo11n,yolov5s,patch,1.0,0.8,3,rho_0.800_mask_03,209.949,209.94898021900008,209.94898021900008,0.036,209.949,209.94898021900008,209.94898021900008,218.05,failover_then_repair,failover_then_background_repair,False,0.6575475307181478
detection,yolo11n,yolov5s,patch,1.0,0.8,4,rho_0.800_mask_04,209.954,209.9536149650048,209.9536149650048,0.069,209.954,209.9536149650048,209.9536149650048,210.023,failover_then_repair,failover_then_background_repair,False,0.6557237049564719
detection,yolo11n,yolov5s,patch,1.0,0.8,5,rho_0.800_mask_05,229.085,229.0856791209953,229.0856791209953,0.036,229.085,229.0856791209953,229.0856791209953,229.1216791209953,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.1704829297959805
detection,yolo11n,yolov5s,patch,1.0,0.8,6,rho_0.800_mask_06,209.946,209.9465552329821,209.9465552329821,0.036,209.946,209.9465552329821,209.9465552329821,218.023,failover_then_repair,failover_then_background_repair,False,0.666715195402503
detection,yolo11n,yolov5s,patch,1.0,0.8,7,rho_0.800_mask_07,209.954,209.9536149650048,209.9536149650048,0.036,209.954,209.9536149650048,209.9536149650048,218.792,failover_then_repair,failover_then_background_repair,False,0.6520172478631139
detection,yolo11n,yolov5s,patch,1.0,0.8,8,rho_0.800_mask_08,209.946,209.9465552329821,209.9465552329821,0.036,209.946,209.9465552329821,209.9465552329821,218.023,failover_then_repair,failover_then_background_repair,False,0.6985287787392735
detection,yolo11n,yolov5s,patch,1.0,0.8,9,rho_0.800_mask_09,214.869,214.87009513297016,214.87009513297016,0.036,214.869,214.87009513297016,214.87009513297016,219.221,failover_then_repair,failover_then_background_repair,False,0.6531080454587936
detection,yolo11n,yolov5s,patch,1.0,0.8,10,rho_0.800_mask_10,209.949,209.94898021900008,209.94898021900008,0.039,209.949,209.94898021900008,209.94898021900008,229.159,failover_then_repair,failover_then_background_repair,False,0.6520081982016563
detection,yolo11n,yolov5s,patch,1.0,0.8,11,rho_0.800_mask_11,217.979,217.97998478551017,217.97998478551017,0.036,217.979,217.97998478551017,217.97998478551017,218.023,failover_then_repair,failover_then_background_repair,False,0.6574130104854703
detection,yolo11n,yolov5s,patch,1.0,0.8,12,rho_0.800_mask_12,229.085,229.0856791209953,229.0856791209953,0.036,229.085,229.0856791209953,229.0856791209953,358.809,failover_then_repair,failover_then_background_repair,False,0.6580195771530271
detection,yolo11n,yolov5s,patch,1.0,0.8,13,rho_0.800_mask_13,209.949,209.94898021900008,209.94898021900008,0.039,209.949,209.94898021900008,209.94898021900008,350.806,failover_then_repair,failover_then_background_repair,False,0.7017283346503973
detection,yolo11n,yolov5s,patch,1.0,0.8,14,rho_0.800_mask_14,209.951,209.9511899789868,209.9511899789868,0.036,209.951,209.9511899789868,209.9511899789868,218.824,failover_then_repair,failover_then_background_repair,False,0.6715351846069098
detection,yolo11n,yolov5s,patch,1.0,0.8,15,rho_0.800_mask_15,209.978,209.9785357119763,209.9785357119763,0.039,209.978,209.9785357119763,209.9785357119763,229.156,failover_then_repair,failover_then_background_repair,False,0.6708815088495612
detection,yolo11n,yolov5s,patch,1.0,0.8,16,rho_0.800_mask_16,209.951,209.9511899789868,209.9511899789868,0.036,209.951,209.9511899789868,209.9511899789868,209.9871899789868,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.1145110595971346
detection,yolo11n,yolov5s,patch,1.0,0.8,17,rho_0.800_mask_17,213.671,213.67181530176092,213.67181530176092,0.036,213.671,213.67181530176092,213.67181530176092,218.023,failover_then_repair,failover_then_background_repair,False,0.6667913571000099
detection,yolo11n,yolov5s,patch,1.0,0.8,18,rho_0.800_mask_18,350.732,350.73238656195826,350.73238656195826,0.036,350.732,350.73238656195826,350.73238656195826,350.76838656195827,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.152829668484628
detection,yolo11n,yolov5s,patch,1.0,0.8,19,rho_0.800_mask_19,213.671,213.67181530176092,213.67181530176092,0.036,213.671,213.67181530176092,213.67181530176092,218.023,failover_then_repair,failover_then_background_repair,False,0.671361343935132
detection,yolo11n,yolov5s,patch,1.0,0.8,20,rho_0.800_mask_20,233.393,233.39384860474456,233.39384860474456,0.036,233.393,233.39384860474456,233.39384860474456,233.42984860474456,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.132651560008526
detection,yolo11n,yolov5s,patch,1.0,1.0,0,rho_1.000_nominal,209.946,209.9465552329821,209.9465552329821,0.036,209.946,209.9465552329821,209.9465552329821,218.023,failover_then_repair,failover_then_background_repair,False,0.670764209702611
detection,yolo11n,yolov5s,pgd,0.0,0.333,1,rho_0.333_mask_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,2,rho_0.333_mask_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,3,rho_0.333_mask_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,4,rho_0.333_mask_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,5,rho_0.333_mask_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,6,rho_0.333_mask_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,7,rho_0.333_mask_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,8,rho_0.333_mask_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,9,rho_0.333_mask_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,10,rho_0.333_mask_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,11,rho_0.333_mask_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,12,rho_0.333_mask_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,13,rho_0.333_mask_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,14,rho_0.333_mask_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,15,rho_0.333_mask_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,16,rho_0.333_mask_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,17,rho_0.333_mask_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,18,rho_0.333_mask_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,19,rho_0.333_mask_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.333,20,rho_0.333_mask_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,1,rho_0.400_mask_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,2,rho_0.400_mask_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,3,rho_0.400_mask_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,4,rho_0.400_mask_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,5,rho_0.400_mask_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,6,rho_0.400_mask_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,7,rho_0.400_mask_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,8,rho_0.400_mask_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,9,rho_0.400_mask_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,10,rho_0.400_mask_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,11,rho_0.400_mask_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,12,rho_0.400_mask_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,13,rho_0.400_mask_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,14,rho_0.400_mask_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,15,rho_0.400_mask_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,16,rho_0.400_mask_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,17,rho_0.400_mask_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,18,rho_0.400_mask_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,19,rho_0.400_mask_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.4,20,rho_0.400_mask_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,1,rho_0.600_mask_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,2,rho_0.600_mask_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,3,rho_0.600_mask_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,4,rho_0.600_mask_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,5,rho_0.600_mask_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,6,rho_0.600_mask_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,7,rho_0.600_mask_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,8,rho_0.600_mask_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,9,rho_0.600_mask_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,10,rho_0.600_mask_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,11,rho_0.600_mask_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,12,rho_0.600_mask_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,13,rho_0.600_mask_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,14,rho_0.600_mask_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,15,rho_0.600_mask_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,16,rho_0.600_mask_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,17,rho_0.600_mask_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,18,rho_0.600_mask_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,19,rho_0.600_mask_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.6,20,rho_0.600_mask_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,1,rho_0.800_mask_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,2,rho_0.800_mask_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,3,rho_0.800_mask_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,4,rho_0.800_mask_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,5,rho_0.800_mask_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,6,rho_0.800_mask_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,7,rho_0.800_mask_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,8,rho_0.800_mask_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,9,rho_0.800_mask_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,10,rho_0.800_mask_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,11,rho_0.800_mask_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,12,rho_0.800_mask_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,13,rho_0.800_mask_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,14,rho_0.800_mask_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,15,rho_0.800_mask_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,16,rho_0.800_mask_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,17,rho_0.800_mask_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,18,rho_0.800_mask_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,19,rho_0.800_mask_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,0.8,20,rho_0.800_mask_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.0,1.0,0,rho_1.000_nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_recovery_required,baseline_or_no_recovery,False,0.0
detection,yolo11n,yolov5s,pgd,0.25,0.333,1,rho_0.333_mask_01,234.165,234.16465232101476,234.16465232101476,0.039,234.165,234.16465232101476,234.16465232101476,234.20365232101472,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.327433481812477
detection,yolo11n,yolov5s,pgd,0.25,0.333,2,rho_0.333_mask_02,237.158,237.1578836231747,237.1578836231747,0.069,237.158,237.1578836231747,237.1578836231747,237.2268836231747,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.1994886696338654
detection,yolo11n,yolov5s,pgd,0.25,0.333,3,rho_0.333_mask_03,360.799,360.7985953585885,360.7985953585885,0.069,360.799,360.7985953585885,360.7985953585885,360.8675953585885,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2685586055740714
detection,yolo11n,yolov5s,pgd,0.25,0.333,4,rho_0.333_mask_04,350.737,350.737021307963,350.737021307963,0.069,350.737,350.737021307963,350.737021307963,350.806021307963,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2877735234797
detection,yolo11n,yolov5s,pgd,0.25,0.333,5,rho_0.333_mask_05,232.813,232.81336417579223,232.81336417579223,0.036,232.813,232.81336417579223,232.81336417579223,232.84936417579223,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2494415268301964
detection,yolo11n,yolov5s,pgd,0.25,0.333,6,rho_0.333_mask_06,359.542,359.5412545767613,359.5412545767613,0.039,359.542,359.5412545767613,359.5412545767613,359.58025457676126,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2258815160021186
detection,yolo11n,yolov5s,pgd,0.25,0.333,7,rho_0.333_mask_07,239.09,239.09040198098955,239.09040198098955,0.039,239.09,239.09040198098955,239.09040198098955,239.12940198098957,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2737760124728084
detection,yolo11n,yolov5s,pgd,0.25,0.333,8,rho_0.333_mask_08,355.844,355.8433402409719,355.8433402409719,0.036,355.844,355.8433402409719,355.8433402409719,355.8793402409719,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2708316380158067
detection,yolo11n,yolov5s,pgd,0.25,0.333,9,rho_0.333_mask_09,359.998,359.9982361493421,359.9982361493421,0.039,359.998,359.9982361493421,359.9982361493421,360.0372361493421,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.3072122326120734
detection,yolo11n,yolov5s,pgd,0.25,0.333,10,rho_0.333_mask_10,355.812,355.81135976197766,355.81135976197766,0.069,355.812,355.81135976197766,355.81135976197766,355.8803597619777,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.3064713357016444
detection,yolo11n,yolov5s,pgd,0.25,0.333,11,rho_0.333_mask_11,214.901,214.9020756119644,214.9020756119644,0.036,214.901,214.9020756119644,214.9020756119644,214.9380756119644,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.121301969513297
detection,yolo11n,yolov5s,pgd,0.25,0.333,12,rho_0.333_mask_12,209.946,209.9465552329821,209.9465552329821,0.069,209.946,209.9465552329821,209.9465552329821,210.015,failover_then_repair,failover_then_background_repair,False,0.6738376645371318
detection,yolo11n,yolov5s,pgd,0.25,0.333,13,rho_0.333_mask_13,234.229,234.22834801763747,234.22834801763747,0.036,234.229,234.22834801763747,234.22834801763747,234.26434801763747,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2240838706493378
detection,yolo11n,yolov5s,pgd,0.25,0.333,14,rho_0.333_mask_14,213.703,213.7037957807552,213.7037957807552,0.036,213.703,213.7037957807552,213.7037957807552,213.7397957807552,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.267834324389696
detection,yolo11n,yolov5s,pgd,0.25,0.333,15,rho_0.333_mask_15,213.706,213.70595550540747,213.70595550540747,0.039,213.706,213.70595550540747,213.70595550540747,213.74495550540743,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.228380468674004
detection,yolo11n,yolov5s,pgd,0.25,0.333,16,rho_0.333_mask_16,213.674,213.67424028777896,213.67424028777896,0.039,213.674,213.67424028777896,213.67424028777896,213.71324028777892,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2831201031804085
detection,yolo11n,yolov5s,pgd,0.25,0.333,17,rho_0.333_mask_17,234.197,234.19663280000896,234.19663280000896,0.069,234.197,234.19663280000896,234.19663280000896,234.26563280000892,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.206306343898177
detection,yolo11n,yolov5s,pgd,0.25,0.333,18,rho_0.333_mask_18,354.457,354.45764663073714,354.45764663073714,0.069,354.457,354.45764663073714,354.45764663073714,354.5266466307372,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.1839792700484395
detection,yolo11n,yolov5s,pgd,0.25,0.333,19,rho_0.333_mask_19,359.537,359.53661983075654,359.53661983075654,0.069,359.537,359.53661983075654,359.53661983075654,359.6056198307565,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.2562906546518207
detection,yolo11n,yolov5s,pgd,0.25,0.333,20,rho_0.333_mask_20,220.013,220.0127640296123,220.0127640296123,0.039,220.013,220.0127640296123,220.0127640296123,220.0517640296123,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.1112954868003726
detection,yolo11n,yolov5s,pgd,0.25,0.4,1,rho_0.400_mask_01,219.185,219.1853243487421,219.1853243487421,0.039,219.185,219.1853243487421,219.1853243487421,219.22432434874213,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.145923205651343
detection,yolo11n,yolov5s,pgd,0.25,0.4,2,rho_0.400_mask_02,218.753,218.75299826176703,218.75299826176703,0.039,218.753,218.75299826176703,218.75299826176703,218.79199826176705,failover_then_repair,failover_then_direct_repair_after_background_infeasible,True,2.166353804990649
detection,yolo11n,yolov5s,pgd,0.25,0.4,3,rho_0.400_mask_03,213.738,213.7379359844017,213.7379359844017,0.039,213.738,213.7379359844017,213.7379359844017,232.916,failover_then_repair,failover_then_background_repair,False,0.6373611753806472
