case_id,variant,service,attack_type,attack_severity,rho,mask_id,scenario_name,scenario_path,preferred_recovery_action,primary_model,fallback_model,recovery_success,recovery_strategy,replanned,trusted_service_restore_sec,preferred_restore_sec,planning_overhead_sec,repeated_work_sec,n_assignments,ablation_failure_reason
rq3f_05645,no_state_reconstruction,hvac,drift,0.5,0.4,15,rho_0.400_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_15.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5303345583379269,0.0,5,stale_state_selected_unavailable_assignments:validate@RTX4090
rq3f_05649,no_state_reconstruction,hvac,drift,0.5,0.4,16,rho_0.400_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_16.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5269379112869501,0.0,5,stale_state_selected_unavailable_assignments:evaluate@RTX4090|deploy@RTX5090
rq3f_05653,no_state_reconstruction,hvac,drift,0.5,0.4,17,rho_0.400_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_17.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5299669140949845,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|deploy@RTX5090|validate@RTX4090
rq3f_05657,no_state_reconstruction,hvac,drift,0.5,0.4,18,rho_0.400_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_18.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.565472704358399,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090|validate@RTX4090
rq3f_05661,no_state_reconstruction,hvac,drift,0.5,0.4,19,rho_0.400_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_19.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5197868524119258,0.0,5,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05665,no_state_reconstruction,hvac,drift,0.5,0.4,20,rho_0.400_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_20.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5230177994817495,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05669,no_state_reconstruction,hvac,drift,0.5,0.6,1,rho_0.600_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_01.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5311310784891248,0.0,5,stale_state_selected_unavailable_assignments:package@RTX5090|validate@RTX4090
rq3f_05673,no_state_reconstruction,hvac,drift,0.5,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5904576983302832,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090
rq3f_05677,no_state_reconstruction,hvac,drift,0.5,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.4886805629357696,0.0,5,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05681,no_state_reconstruction,hvac,drift,0.5,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.4975531417876482,0.0,5,
rq3f_05685,no_state_reconstruction,hvac,drift,0.5,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5171590764075518,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05689,no_state_reconstruction,hvac,drift,0.5,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5654506357386708,0.0,5,stale_state_selected_unavailable_assignments:validate@RTX4090
rq3f_05693,no_state_reconstruction,hvac,drift,0.5,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5039843125268817,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090|package@RTX5090
rq3f_05697,no_state_reconstruction,hvac,drift,0.5,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5280930660665035,0.0,5,stale_state_selected_unavailable_assignments:validate@RTX4090
rq3f_05701,no_state_reconstruction,hvac,drift,0.5,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5337651893496513,0.0,5,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05705,no_state_reconstruction,hvac,drift,0.5,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.567229394800961,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090
rq3f_05709,no_state_reconstruction,hvac,drift,0.5,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.527565903030336,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090|validate@RTX4090
rq3f_05713,no_state_reconstruction,hvac,drift,0.5,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.531421024352312,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090
rq3f_05717,no_state_reconstruction,hvac,drift,0.5,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.519154111854732,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090|validate@RTX4090
rq3f_05721,no_state_reconstruction,hvac,drift,0.5,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5609736880287528,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090
rq3f_05725,no_state_reconstruction,hvac,drift,0.5,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5202547842636704,0.0,5,stale_state_selected_unavailable_assignments:deploy@RTX5090
rq3f_05729,no_state_reconstruction,hvac,drift,0.5,0.6,16,rho_0.600_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_16.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.525788176804781,0.0,5,
rq3f_05733,no_state_reconstruction,hvac,drift,0.5,0.6,17,rho_0.600_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_17.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5273960139602423,0.0,5,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05737,no_state_reconstruction,hvac,drift,0.5,0.6,18,rho_0.600_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_18.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5468858070671558,0.0,5,
rq3f_05741,no_state_reconstruction,hvac,drift,0.5,0.6,19,rho_0.600_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_19.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5283869057893753,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05745,no_state_reconstruction,hvac,drift,0.5,0.6,20,rho_0.600_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_20.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5162560166791081,0.0,5,
rq3f_05749,no_state_reconstruction,hvac,drift,0.5,0.8,1,rho_0.800_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_01.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5298871733248234,0.0,5,
rq3f_05753,no_state_reconstruction,hvac,drift,0.5,0.8,2,rho_0.800_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_02.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5731955943629146,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05757,no_state_reconstruction,hvac,drift,0.5,0.8,3,rho_0.800_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_03.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5158232534304261,0.0,5,
rq3f_05761,no_state_reconstruction,hvac,drift,0.5,0.8,4,rho_0.800_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_04.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5243006153032184,0.0,5,
rq3f_05765,no_state_reconstruction,hvac,drift,0.5,0.8,5,rho_0.800_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_05.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5401414781808853,0.0,5,
rq3f_05769,no_state_reconstruction,hvac,drift,0.5,0.8,6,rho_0.800_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_06.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5780512699857354,0.0,5,
rq3f_05773,no_state_reconstruction,hvac,drift,0.5,0.8,7,rho_0.800_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_07.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.502784906886518,0.0,5,
rq3f_05777,no_state_reconstruction,hvac,drift,0.5,0.8,8,rho_0.800_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_08.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5476507414132357,0.0,5,
rq3f_05781,no_state_reconstruction,hvac,drift,0.5,0.8,9,rho_0.800_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_09.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5339807644486427,0.0,5,
rq3f_05785,no_state_reconstruction,hvac,drift,0.5,0.8,10,rho_0.800_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_10.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5684952875599265,0.0,5,
rq3f_05789,no_state_reconstruction,hvac,drift,0.5,0.8,11,rho_0.800_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_11.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5335342530161142,0.0,5,
rq3f_05793,no_state_reconstruction,hvac,drift,0.5,0.8,12,rho_0.800_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_12.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5517717693001032,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05797,no_state_reconstruction,hvac,drift,0.5,0.8,13,rho_0.800_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_13.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5330091184005141,0.0,5,
rq3f_05801,no_state_reconstruction,hvac,drift,0.5,0.8,14,rho_0.800_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_14.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5912514459341764,0.0,5,
rq3f_05805,no_state_reconstruction,hvac,drift,0.5,0.8,15,rho_0.800_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_15.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5139080854132771,0.0,5,
rq3f_05809,no_state_reconstruction,hvac,drift,0.5,0.8,16,rho_0.800_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_16.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5102014867588878,0.0,5,
rq3f_05813,no_state_reconstruction,hvac,drift,0.5,0.8,17,rho_0.800_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_17.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5350999357178807,0.0,5,
rq3f_05817,no_state_reconstruction,hvac,drift,0.5,0.8,18,rho_0.800_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_18.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.6046345522627234,0.0,5,
rq3f_05821,no_state_reconstruction,hvac,drift,0.5,0.8,19,rho_0.800_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_19.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5305326785892248,0.0,5,
rq3f_05825,no_state_reconstruction,hvac,drift,0.5,0.8,20,rho_0.800_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_20.json,repair_primary,lstm,random_forest,False,ablation_stale_state_direct_primary,False,,,1.5479841865599155,0.0,5,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05829,no_state_reconstruction,hvac,drift,0.5,1.0,0,rho_1.000_nominal,experiment2/generated/scenarios_multimask_FROZEN/rho_1.000_nominal.json,repair_primary,lstm,random_forest,True,ablation_stale_state_direct_primary,False,71.83034186999066,71.83034186999066,1.5150389047339559,0.0,5,
rq3f_05833,no_state_reconstruction,hvac,drift,0.75,0.333,1,rho_0.333_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_01.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6782418200746179,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|deploy@RTX5090
rq3f_05837,no_state_reconstruction,hvac,drift,0.75,0.333,2,rho_0.333_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_02.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7196014309301972,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|validate@RTX4090
rq3f_05841,no_state_reconstruction,hvac,drift,0.75,0.333,3,rho_0.333_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_03.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6804986000061035,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090|validate@RTX4090
rq3f_05845,no_state_reconstruction,hvac,drift,0.75,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6882284516468644,0.0,8,stale_state_selected_unavailable_assignments:deploy@RTX5090|validate@RTX4090
rq3f_05849,no_state_reconstruction,hvac,drift,0.75,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6811432037502527,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|deploy@RTX5090
rq3f_05853,no_state_reconstruction,hvac,drift,0.75,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,failover_then_repair,lstm,random_forest,True,ablation_failover_then_background_repair,False,0.492,72.322,0.6773149603977799,0.0,8,
rq3f_05857,no_state_reconstruction,hvac,drift,0.75,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6700932327657938,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|deploy@RTX5090|validate@RTX4090
rq3f_05861,no_state_reconstruction,hvac,drift,0.75,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7078348249197006,0.0,8,stale_state_selected_unavailable_assignments:package@RTX5090
rq3f_05865,no_state_reconstruction,hvac,drift,0.75,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.688032160513103,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|deploy@RTX5090|validate@RTX4090
rq3f_05869,no_state_reconstruction,hvac,drift,0.75,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6589169772341847,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|package@RTX5090|validate@RTX4090
rq3f_05873,no_state_reconstruction,hvac,drift,0.75,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6753370221704245,0.0,8,stale_state_selected_unavailable_assignments:deploy@RTX5090|validate@RTX4090
rq3f_05877,no_state_reconstruction,hvac,drift,0.75,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7285317266359925,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|package@RTX5090|validate@RTX4090
rq3f_05881,no_state_reconstruction,hvac,drift,0.75,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6733893882483244,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090
rq3f_05885,no_state_reconstruction,hvac,drift,0.75,0.333,14,rho_0.333_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_14.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6945999432355165,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090|validate@RTX4090
rq3f_05889,no_state_reconstruction,hvac,drift,0.75,0.333,15,rho_0.333_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_15.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6586618879809976,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090
rq3f_05893,no_state_reconstruction,hvac,drift,0.75,0.333,16,rho_0.333_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_16.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6720714382827282,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|deploy@RTX5090|validate@RTX4090
rq3f_05897,no_state_reconstruction,hvac,drift,0.75,0.333,17,rho_0.333_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_17.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6948127383366227,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|validate@RTX4090
rq3f_05901,no_state_reconstruction,hvac,drift,0.75,0.333,18,rho_0.333_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_18.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6593253090977669,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|deploy@RTX5090
rq3f_05905,no_state_reconstruction,hvac,drift,0.75,0.333,19,rho_0.333_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_19.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6921371761709452,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|package@RTX5090|deploy@RTX5090|validate@RTX4090
rq3f_05909,no_state_reconstruction,hvac,drift,0.75,0.333,20,rho_0.333_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_20.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6780529664829373,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05913,no_state_reconstruction,hvac,drift,0.75,0.4,1,rho_0.400_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_01.json,failover_then_repair,lstm,random_forest,True,ablation_failover_then_background_repair,False,0.492,72.322,0.6948509933426976,0.0,8,
rq3f_05917,no_state_reconstruction,hvac,drift,0.75,0.4,2,rho_0.400_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_02.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7019528867676854,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05921,no_state_reconstruction,hvac,drift,0.75,0.4,3,rho_0.400_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_03.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.757964932359755,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|deploy@RTX5090
rq3f_05925,no_state_reconstruction,hvac,drift,0.75,0.4,4,rho_0.400_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_04.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6651126192882657,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|validate@RTX4090
rq3f_05929,no_state_reconstruction,hvac,drift,0.75,0.4,5,rho_0.400_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_05.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6674518315121531,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090|validate@RTX4090
rq3f_05933,no_state_reconstruction,hvac,drift,0.75,0.4,6,rho_0.400_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_06.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6780691435560584,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|validate@RTX4090
rq3f_05937,no_state_reconstruction,hvac,drift,0.75,0.4,7,rho_0.400_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_07.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6977042024955153,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090|deploy@RTX5090
rq3f_05941,no_state_reconstruction,hvac,drift,0.75,0.4,8,rho_0.400_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_08.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.684314489364624,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|package@RTX5090|deploy@RTX5090
rq3f_05945,no_state_reconstruction,hvac,drift,0.75,0.4,9,rho_0.400_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_09.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7151379631832242,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|package@RTX5090
rq3f_05949,no_state_reconstruction,hvac,drift,0.75,0.4,10,rho_0.400_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_10.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6885368088260293,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090
rq3f_05953,no_state_reconstruction,hvac,drift,0.75,0.4,11,rho_0.400_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_11.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6977635361254215,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|validate@RTX4090
rq3f_05957,no_state_reconstruction,hvac,drift,0.75,0.4,12,rho_0.400_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_12.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.7153337206691504,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090
rq3f_05961,no_state_reconstruction,hvac,drift,0.75,0.4,13,rho_0.400_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_13.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6734230145812035,0.0,8,stale_state_selected_unavailable_assignments:package@RTX5090
rq3f_05965,no_state_reconstruction,hvac,drift,0.75,0.4,14,rho_0.400_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_14.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6750762583687901,0.0,8,stale_state_selected_unavailable_assignments:package@RTX5090|deploy@RTX5090|validate@RTX4090
rq3f_05969,no_state_reconstruction,hvac,drift,0.75,0.4,15,rho_0.400_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_15.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6798864705488086,0.0,8,stale_state_selected_unavailable_assignments:validate@RTX4090
rq3f_05973,no_state_reconstruction,hvac,drift,0.75,0.4,16,rho_0.400_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_16.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6778808468952775,0.0,8,stale_state_selected_unavailable_assignments:evaluate@RTX4090|deploy@RTX5090
rq3f_05977,no_state_reconstruction,hvac,drift,0.75,0.4,17,rho_0.400_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_17.json,failover_then_repair,lstm,random_forest,False,ablation_failover_then_background_repair,False,,,0.6794187901541591,0.0,8,stale_state_selected_unavailable_assignments:update@RTX4090|evaluate@RTX4090|deploy@RTX5090|validate@RTX4090
