case_id,variant,service,attack_type,attack_severity,rho,mask_id,scenario_name,scenario_path,preferred_recovery_action,primary_model,fallback_model,recovery_success,recovery_strategy,replanned,trusted_service_restore_sec,preferred_restore_sec,planning_overhead_sec,repeated_work_sec,n_assignments,ablation_failure_reason
rq3f_03169,no_strategy_selection,detection,patch,1.0,0.8,4,rho_0.800_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_04.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.95361496500482,209.95361496500482,1.524392981082201,0.0,5,
rq3f_03173,no_strategy_selection,detection,patch,1.0,0.8,5,rho_0.800_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_05.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,229.08567912099534,229.08567912099534,1.5465457094833255,0.0,5,
rq3f_03177,no_strategy_selection,detection,patch,1.0,0.8,6,rho_0.800_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_06.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.94655523298206,209.94655523298206,1.5409689098596573,0.0,5,
rq3f_03181,no_strategy_selection,detection,patch,1.0,0.8,7,rho_0.800_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_07.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.95361496500482,209.95361496500482,1.5268177082762122,0.0,5,
rq3f_03185,no_strategy_selection,detection,patch,1.0,0.8,8,rho_0.800_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_08.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.94655523298206,209.94655523298206,1.5530829560011625,0.0,5,
rq3f_03189,no_strategy_selection,detection,patch,1.0,0.8,9,rho_0.800_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_09.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,214.87009513297016,214.87009513297016,1.5451642954722047,0.0,5,
rq3f_03193,no_strategy_selection,detection,patch,1.0,0.8,10,rho_0.800_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_10.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.94898021900008,209.94898021900008,1.5316687813028693,0.0,5,
rq3f_03197,no_strategy_selection,detection,patch,1.0,0.8,11,rho_0.800_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_11.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,217.97998478551017,217.97998478551017,1.5448480416089296,0.0,5,
rq3f_03201,no_strategy_selection,detection,patch,1.0,0.8,12,rho_0.800_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_12.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,229.08567912099534,229.08567912099534,1.572464220225811,0.0,5,
rq3f_03205,no_strategy_selection,detection,patch,1.0,0.8,13,rho_0.800_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_13.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.94898021900008,209.94898021900008,1.5245845671743155,0.0,5,
rq3f_03209,no_strategy_selection,detection,patch,1.0,0.8,14,rho_0.800_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_14.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.9511899789868,209.9511899789868,1.53479341045022,0.0,5,
rq3f_03213,no_strategy_selection,detection,patch,1.0,0.8,15,rho_0.800_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_15.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.9785357119763,209.9785357119763,1.563192985020578,0.0,5,
rq3f_03217,no_strategy_selection,detection,patch,1.0,0.8,16,rho_0.800_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_16.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.9511899789868,209.9511899789868,1.5028012543916702,0.0,5,
rq3f_03221,no_strategy_selection,detection,patch,1.0,0.8,17,rho_0.800_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_17.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,213.67181530176094,213.67181530176094,1.5321699399501085,0.0,5,
rq3f_03225,no_strategy_selection,detection,patch,1.0,0.8,18,rho_0.800_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_18.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,350.73238656195826,350.73238656195826,1.5608810866251588,0.0,5,
rq3f_03229,no_strategy_selection,detection,patch,1.0,0.8,19,rho_0.800_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_19.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,213.67181530176094,213.67181530176094,1.5102217495441437,0.0,5,
rq3f_03233,no_strategy_selection,detection,patch,1.0,0.8,20,rho_0.800_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_20.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,233.39384860474456,233.39384860474456,1.5220768488943577,0.0,5,
rq3f_03237,no_strategy_selection,detection,patch,1.0,1.0,0,rho_1.000_nominal,experiment2/generated/scenarios_multimask_FROZEN/rho_1.000_nominal.json,failover_then_repair,yolo11n,yolov5s,True,ablation_fixed_direct_primary_repair,False,209.94655523298206,209.94655523298206,1.563532019034028,0.0,5,
rq3f_03241,no_strategy_selection,hvac,additive_bias,0.0,0.333,1,rho_0.333_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_01.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03245,no_strategy_selection,hvac,additive_bias,0.0,0.333,2,rho_0.333_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_02.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03249,no_strategy_selection,hvac,additive_bias,0.0,0.333,3,rho_0.333_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_03.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03253,no_strategy_selection,hvac,additive_bias,0.0,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03257,no_strategy_selection,hvac,additive_bias,0.0,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03261,no_strategy_selection,hvac,additive_bias,0.0,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03265,no_strategy_selection,hvac,additive_bias,0.0,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03269,no_strategy_selection,hvac,additive_bias,0.0,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03273,no_strategy_selection,hvac,additive_bias,0.0,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03277,no_strategy_selection,hvac,additive_bias,0.0,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03281,no_strategy_selection,hvac,additive_bias,0.0,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03285,no_strategy_selection,hvac,additive_bias,0.0,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03289,no_strategy_selection,hvac,additive_bias,0.0,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03293,no_strategy_selection,hvac,additive_bias,0.0,0.333,14,rho_0.333_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_14.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03297,no_strategy_selection,hvac,additive_bias,0.0,0.333,15,rho_0.333_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_15.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03301,no_strategy_selection,hvac,additive_bias,0.0,0.333,16,rho_0.333_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_16.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03305,no_strategy_selection,hvac,additive_bias,0.0,0.333,17,rho_0.333_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_17.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03309,no_strategy_selection,hvac,additive_bias,0.0,0.333,18,rho_0.333_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_18.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03313,no_strategy_selection,hvac,additive_bias,0.0,0.333,19,rho_0.333_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_19.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03317,no_strategy_selection,hvac,additive_bias,0.0,0.333,20,rho_0.333_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_20.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03321,no_strategy_selection,hvac,additive_bias,0.0,0.4,1,rho_0.400_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_01.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03325,no_strategy_selection,hvac,additive_bias,0.0,0.4,2,rho_0.400_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_02.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03329,no_strategy_selection,hvac,additive_bias,0.0,0.4,3,rho_0.400_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_03.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03333,no_strategy_selection,hvac,additive_bias,0.0,0.4,4,rho_0.400_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_04.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03337,no_strategy_selection,hvac,additive_bias,0.0,0.4,5,rho_0.400_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_05.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03341,no_strategy_selection,hvac,additive_bias,0.0,0.4,6,rho_0.400_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_06.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03345,no_strategy_selection,hvac,additive_bias,0.0,0.4,7,rho_0.400_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_07.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03349,no_strategy_selection,hvac,additive_bias,0.0,0.4,8,rho_0.400_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_08.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03353,no_strategy_selection,hvac,additive_bias,0.0,0.4,9,rho_0.400_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_09.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03357,no_strategy_selection,hvac,additive_bias,0.0,0.4,10,rho_0.400_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_10.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03361,no_strategy_selection,hvac,additive_bias,0.0,0.4,11,rho_0.400_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_11.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03365,no_strategy_selection,hvac,additive_bias,0.0,0.4,12,rho_0.400_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_12.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03369,no_strategy_selection,hvac,additive_bias,0.0,0.4,13,rho_0.400_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_13.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03373,no_strategy_selection,hvac,additive_bias,0.0,0.4,14,rho_0.400_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_14.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03377,no_strategy_selection,hvac,additive_bias,0.0,0.4,15,rho_0.400_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_15.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03381,no_strategy_selection,hvac,additive_bias,0.0,0.4,16,rho_0.400_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_16.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03385,no_strategy_selection,hvac,additive_bias,0.0,0.4,17,rho_0.400_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_17.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03389,no_strategy_selection,hvac,additive_bias,0.0,0.4,18,rho_0.400_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_18.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03393,no_strategy_selection,hvac,additive_bias,0.0,0.4,19,rho_0.400_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_19.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03397,no_strategy_selection,hvac,additive_bias,0.0,0.4,20,rho_0.400_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_20.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03401,no_strategy_selection,hvac,additive_bias,0.0,0.6,1,rho_0.600_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_01.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03405,no_strategy_selection,hvac,additive_bias,0.0,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03409,no_strategy_selection,hvac,additive_bias,0.0,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03413,no_strategy_selection,hvac,additive_bias,0.0,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03417,no_strategy_selection,hvac,additive_bias,0.0,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03421,no_strategy_selection,hvac,additive_bias,0.0,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03425,no_strategy_selection,hvac,additive_bias,0.0,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03429,no_strategy_selection,hvac,additive_bias,0.0,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03433,no_strategy_selection,hvac,additive_bias,0.0,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03437,no_strategy_selection,hvac,additive_bias,0.0,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03441,no_strategy_selection,hvac,additive_bias,0.0,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03445,no_strategy_selection,hvac,additive_bias,0.0,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03449,no_strategy_selection,hvac,additive_bias,0.0,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03453,no_strategy_selection,hvac,additive_bias,0.0,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03457,no_strategy_selection,hvac,additive_bias,0.0,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03461,no_strategy_selection,hvac,additive_bias,0.0,0.6,16,rho_0.600_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_16.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03465,no_strategy_selection,hvac,additive_bias,0.0,0.6,17,rho_0.600_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_17.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03469,no_strategy_selection,hvac,additive_bias,0.0,0.6,18,rho_0.600_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_18.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03473,no_strategy_selection,hvac,additive_bias,0.0,0.6,19,rho_0.600_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_19.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03477,no_strategy_selection,hvac,additive_bias,0.0,0.6,20,rho_0.600_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_20.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03481,no_strategy_selection,hvac,additive_bias,0.0,0.8,1,rho_0.800_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_01.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03485,no_strategy_selection,hvac,additive_bias,0.0,0.8,2,rho_0.800_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_02.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03489,no_strategy_selection,hvac,additive_bias,0.0,0.8,3,rho_0.800_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_03.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03493,no_strategy_selection,hvac,additive_bias,0.0,0.8,4,rho_0.800_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_04.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03497,no_strategy_selection,hvac,additive_bias,0.0,0.8,5,rho_0.800_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_05.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03501,no_strategy_selection,hvac,additive_bias,0.0,0.8,6,rho_0.800_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_06.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03505,no_strategy_selection,hvac,additive_bias,0.0,0.8,7,rho_0.800_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_07.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03509,no_strategy_selection,hvac,additive_bias,0.0,0.8,8,rho_0.800_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_08.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03513,no_strategy_selection,hvac,additive_bias,0.0,0.8,9,rho_0.800_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_09.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03517,no_strategy_selection,hvac,additive_bias,0.0,0.8,10,rho_0.800_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_10.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03521,no_strategy_selection,hvac,additive_bias,0.0,0.8,11,rho_0.800_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_11.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03525,no_strategy_selection,hvac,additive_bias,0.0,0.8,12,rho_0.800_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_12.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03529,no_strategy_selection,hvac,additive_bias,0.0,0.8,13,rho_0.800_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_13.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03533,no_strategy_selection,hvac,additive_bias,0.0,0.8,14,rho_0.800_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_14.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03537,no_strategy_selection,hvac,additive_bias,0.0,0.8,15,rho_0.800_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_15.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03541,no_strategy_selection,hvac,additive_bias,0.0,0.8,16,rho_0.800_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_16.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03545,no_strategy_selection,hvac,additive_bias,0.0,0.8,17,rho_0.800_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_17.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03549,no_strategy_selection,hvac,additive_bias,0.0,0.8,18,rho_0.800_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_18.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03553,no_strategy_selection,hvac,additive_bias,0.0,0.8,19,rho_0.800_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_19.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03557,no_strategy_selection,hvac,additive_bias,0.0,0.8,20,rho_0.800_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_20.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03561,no_strategy_selection,hvac,additive_bias,0.0,1.0,0,rho_1.000_nominal,experiment2/generated/scenarios_multimask_FROZEN/rho_1.000_nominal.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_03565,no_strategy_selection,hvac,additive_bias,0.25,0.333,1,rho_0.333_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_01.json,repair_primary,lstm,random_forest,True,ablation_fixed_direct_primary_repair,False,72.50985757201852,72.50985757201852,1.5015775319188833,0.0,5,
