variant,n,success_rate_pct,trusted_restore_mean_sec,preferred_restore_mean_sec,planning_overhead_mean_sec,replans
full_replica,1620,100.0,17.717994502574815,124.12628406835277,0.9584667536935965,315
no_closed_loop_adaptation,1620,100.0,17.717994502574815,17.717994502574815,0.48754753302150394,0
no_replanning,1620,100.0,17.717994502574815,90.18712727522698,0.6551648307827381,0
no_state_reconstruction,1620,49.382716049382715,8.68781602439888,72.62161727439887,0.6814173577566067,0
no_strategy_selection,1620,100.0,120.76494096032434,120.76494096032434,1.1577786342758272,0
