rho,median_pct,q1_pct,q3_pct
1.0,0.017147221091601165,0.017147221091601165,0.017147221091601165
0.8,0.01714674353678923,0.01631511945460264,0.017147221091601165
0.6,0.017084521504844304,0.016692411951990192,0.01825691522643342
0.4,0.017762269873914934,0.016446597202737445,0.0192521267463293
0.333,0.017987809355354052,0.016099623714906475,0.0194108135593548
